grade,subject,chapter,step,type,severity,quote,problem
Grade 8,Maths,Part 1 - Exemplar: Mensuration,Worked examples,TOPIC_MISMATCH,high,How to write a number in standard (scientific) form.,"This topic is about scientific notation, not mensuration."
Grade 8,Maths,Part 1 - Exemplar: Mensuration,Worked examples,TOPIC_MISMATCH,high,"The laws of exponents (product, quotient, power of a power).","This topic is about exponent rules, not mensuration."
Grade 8,Maths,Part 1 - Exemplar: Mensuration,Worked examples,TOPIC_MISMATCH,high,How to apply these rules to solve typical textbook worked-example problems.,"This topic is about solving exponent problems, not mensuration."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,FABRICATED_NUMBER,low,"For example, 3/4 is a rational number because it can be expressed as the ratio of 3 and 4.","The example is not fabricated, but the text could be more precise about what makes a number rational."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,FABRICATED_NUMBER,low,"For example, 25% is equal to 25/100.","The example is not fabricated, but the text could be more precise about what makes a percentage equal to a fraction."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,FABRICATED_NUMBER,low,80 × 0.15 = 12.,"The example is not fabricated, but the text could be more precise about the calculation."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,FABRICATED_NUMBER,low,80 × 0.15 = 12.,"The example is not fabricated, but the text could be more precise about the calculation."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,FABRICATED_NUMBER,low,80 × 0.15 = 12.,"The example is not fabricated, but the text could be more precise about the calculation."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,FABRICATED_NUMBER,low,80 × 0.15 = 12.,"The example is not fabricated, but the text could be more precise about the calculation."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,ARITHMETIC_ERROR,low,"Closure of Rational Numbers: Rational numbers are closed under addition, subtraction, and multiplication because the result of these operations is always a rational number. They are not closed under division because dividing by zero is undefined, and dividing by a rational number can sometimes produce an irrational number (though rare in simple cases).","The text is not incorrect, but it could be more precise about the closure property of rational numbers under division."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,ARITHMETIC_ERROR,low,The product is $\frac{-6}{12}$ which should be simplified to $\frac{-1}{2}$.,"The text is not incorrect, but it could be more precise about the simplification of the fraction."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,FABRICATED_NUMBER,low,Multiplying the numerators and denominators gives $\frac{2 \times 3}{5 \times 4} = \frac{6}{20}$.,"The example is not fabricated, but the text could be more precise about the calculation."
Grade 8,Maths,Part 1 - Exemplar: Rational Numbers,Worked examples,FABRICATED_NUMBER,low,Simplifying $\frac{6}{20}$ by dividing numerator and denominator by 2 gives $\frac{3}{10}$.,"The example is not fabricated, but the text could be more precise about the simplification of the fraction."
Grade 8,Maths,Part 1 - Exemplar: Square-Square Root and Cube-Cube Root,Core explanation,UNSUPPORTED_CLAIM,low,Perfect squares ending in 8 always end in 4.,"This claim is not entirely accurate, as it only applies to perfect squares ending in 8, not all perfect squares ending in 8."
Grade 8,Maths,Part 1 - Exemplar: Square-Square Root and Cube-Cube Root,Core explanation,UNSUPPORTED_CLAIM,low,"Perfect cubes ending in 8 always end in 2, and those ending in 3 always end in 7.","This claim is not entirely accurate, as it only applies to perfect cubes ending in 8 and 3, not all perfect cubes."
Grade 8,Maths,Part 1 - Exemplar: Understanding Quadrilaterals and Practical Geometry,Step-by-step breakdown,ARITHMETIC_ERROR,low,If not all four sides are equal (8 cm ≠ 5 cm).,The calculation for determining if a figure is a rhombus is mathematically wrong.
Grade 8,Maths,Part 1 - Exemplar: Understanding Quadrilaterals and Practical Geometry,4. Worked example,FABRICATED_NUMBER,low,"The lengths are AB = 8 cm, BC = 5 cm, CD = 8 cm, and DA = 5 cm.",The specific lengths of the sides are not supported by the source text.
Grade 8,Maths,Part 1 - Exemplar: Understanding Quadrilaterals and Practical Geometry,--- STEP: Core explanation ---,TOPIC_MISMATCH,high,"How to identify and differentiate between parallelogram, rectangle, rhombus, square, trapezium, and kite based on their properties.",This step's content is substantively about a different chapter/topic than the given chapter label.
Grade 8,Maths,Part 1 - Exemplar: Understanding Quadrilaterals and Practical Geometry,--- STEP: Revision and recap ---,TOPIC_MISMATCH,high,Recall the definitions of the six common quadrilaterals.,This step's content is substantively about a different chapter/topic than the given chapter label.
Grade 8,Maths,Part 1 - Exemplar: Understanding Quadrilaterals and Practical Geometry,--- STEP: Worked examples ---,TOPIC_MISMATCH,high,"How to apply the properties of different quadrilaterals (parallelogram, rectangle, rhombus, square, trapezium) to solve typical textbook problems.",This step's content is substantively about a different chapter/topic than the given chapter label.
Grade 8,Science,Chapter 1: Exploring the Investigative World of Science,Core explanation,UNSUPPORTED_CLAIM,low,Good science needs both discipline and imagination.,"This statement is not explicitly supported by the SOURCE_TEXT, but it is a common understanding in the scientific community."
Grade 8,Science,Chapter 1: Exploring the Investigative World of Science,Exam-style problems,FABRICATED_NUMBER,low,Suppose the puris in hotter oil puff faster in the NCERT investigation.,"The SOURCE_TEXT does not provide a specific number for the puffing time, so the statement is not supported by the SOURCE_TEXT."
Grade 8,Science,Chapter 1: Exploring the Investigative World of Science,Revision and recap,TOPIC_MISMATCH,low,You will revise the complete cycle of systematic investigation.,"The SOURCE_TEXT does not explicitly mention the complete cycle of systematic investigation, but it does describe the process of investigation."
Grade 8,Science,Chapter 1: Exploring the Investigative World of Science,Worked examples,ARITHMETIC_ERROR,low,Prepare dough circles of the same thickness and size.,"The SOURCE_TEXT does not provide a specific number for the thickness and size of the dough circles, so the statement is not supported by the SOURCE_TEXT."
Grade 8,Science,Chapter 10: Light: Mirrors and Lenses,Concept introduction,UNSUPPORTED_CLAIM,low,"A spherical mirror has a curved reflecting surface. An inward-curved surface is concave, while an outward-bulging surface is convex.",The definition of concave and convex mirrors is not explicitly stated in the SOURCE_TEXT.
Grade 8,Science,Chapter 10: Light: Mirrors and Lenses,Core explanation,UNSUPPORTED_CLAIM,low,A concave mirror's image depends strongly on distance.,The SOURCE_TEXT does not explicitly state that a concave mirror's image depends strongly on distance.
Grade 8,Science,Chapter 10: Light: Mirrors and Lenses,Core explanation,UNSUPPORTED_CLAIM,low,A convex mirror always gives a smaller erect image and a wide field of view.,The SOURCE_TEXT does not explicitly state that a convex mirror always gives a wide field of view.
Grade 8,Science,Chapter 10: Light: Mirrors and Lenses,Exam-style problems,UNSUPPORTED_CLAIM,low,A concave mirror converges parallel rays.,The SOURCE_TEXT does not explicitly state that a concave mirror converges parallel rays.
Grade 8,Science,Chapter 10: Light: Mirrors and Lenses,Exam-style problems,UNSUPPORTED_CLAIM,low,A convex mirror diverges parallel rays.,The SOURCE_TEXT does not explicitly state that a convex mirror diverges parallel rays.
Grade 8,Science,Chapter 10: Light: Mirrors and Lenses,Revision and recap,UNSUPPORTED_CLAIM,low,A convex lens is thicker in the middle and converges light.,The SOURCE_TEXT does not discuss lenses; it only talks about mirrors.
Grade 8,Science,Chapter 10: Light: Mirrors and Lenses,Revision and recap,TOPIC_MISMATCH,high,A convex lens is thicker in the middle and converges light.,"This step discusses lenses, which is a different topic than the chapter label."
Grade 8,Science,Chapter 10: Light: Mirrors and Lenses,Worked examples,UNSUPPORTED_CLAIM,low,The laws apply to curved mirrors too.,The SOURCE_TEXT does not explicitly state that the laws of reflection apply to curved mirrors.
Grade 8,Science,Chapter 11: Keeping Time with the Skies,Concept introduction,UNSUPPORTED_CLAIM,low,"The Moon remains spherical, but the bright portion visible from Earth changes.","The text does not explicitly state that the Moon's shape remains constant, but it is a well-known fact in astronomy."
Grade 8,Science,Chapter 11: Keeping Time with the Skies,Core explanation,UNSUPPORTED_CLAIM,low,Half of the Moon is always illuminated by the Sun.,"The text does not explicitly state that half of the Moon is always illuminated by the Sun, but it is a well-known fact in astronomy."
Grade 8,Science,Chapter 11: Keeping Time with the Skies,Exam-style problems,TOPIC_MISMATCH,high,Different calendars follow different sky cycles.,"This step is about calendars, which is a different topic from the rest of the chapter, which is about the Moon and its phases."
